Fecha;Interno;Km
21-08-2024;3107;205,36
21-08-2024;3108;191,05
21-08-2024;3109;226,31
21-08-2024;3110;222,8
21-08-2024;3111;178,99
21-08-2024;3112;172,26
21-08-2024;3113;173,66
21-08-2024;3114;262,3
21-08-2024;3115;156,2
21-08-2024;3116;256,96
21-08-2024;7015;216,84
21-08-2024;7016;177,52
21-08-2024;7017;147,02
21-08-2024;7018;149,73
21-08-2024;7019;221,38
21-08-2024;7020;117,44
21-08-2024;7021;200
21-08-2024;7022;138,07
21-08-2024;7023;123,17
21-08-2024;7024;177,64
21-08-2024;7040;257,23
21-08-2024;7071;226,31
21-08-2024;7079;172,63
21-08-2024;7080;215,46
21-08-2024;7094;215,38
21-08-2024;7100;182,57
21-08-2024;7101;234,42
21-08-2024;7102;136,88
21-08-2024;7103;164,73
21-08-2024;7104;208,36
21-08-2024;7105;249,5
21-08-2024;7106;245,15
21-08-2024;7107;129,22
21-08-2024;7108;207,31
21-08-2024;7110;227,8
21-08-2024;7111;129,48
21-08-2024;7112;295,44
21-08-2024;7114;108,99
21-08-2024;7115;264,96
21-08-2024;7116;179,74
21-08-2024;7117;51,99
21-08-2024;7118;258,33
21-08-2024;7119;224,13
21-08-2024;7120;245,92
21-08-2024;7121;172,08
21-08-2024;7122;74,97
21-08-2024;7123;251,76
21-08-2024;7124;222,07
21-08-2024;7125;193,75
21-08-2024;7130;248,06
21-08-2024;7131;251,9
21-08-2024;7132;237,12
21-08-2024;7133;193,64
21-08-2024;7134;246,52
21-08-2024;7135;215,77
21-08-2024;7136;218,26
21-08-2024;7137;259,63
21-08-2024;7138;256,17
22-08-2024;3001;530,4
22-08-2024;3002;557,29
22-08-2024;3004;559,97
22-08-2024;3005;556,17
22-08-2024;3006;507,87
22-08-2024;3007;246,34
22-08-2024;3008;517,33
22-08-2024;3009;512,67
22-08-2024;3010;451,93
22-08-2024;3011;559,37
22-08-2024;3013;485,62
22-08-2024;3014;361,9
22-08-2024;3015;520,13
22-08-2024;3097;348,37
22-08-2024;3098;482,23
22-08-2024;3099;514,84
22-08-2024;3100;182,99
22-08-2024;3101;599,15
22-08-2024;3102;481,56
22-08-2024;3103;507,03
22-08-2024;3104;521,17
22-08-2024;3105;530,12
22-08-2024;3106;415,75
22-08-2024;3107;551,04
22-08-2024;3108;461,31
22-08-2024;3109;562,83
22-08-2024;3110;474,98
22-08-2024;3111;308,62
22-08-2024;3112;468,62
22-08-2024;3113;551,9
22-08-2024;3114;437,24
22-08-2024;3115;507,73
22-08-2024;3116;490,93
22-08-2024;7015;269,06
22-08-2024;7016;455,36
22-08-2024;7017;438,98
22-08-2024;7018;294,42
22-08-2024;7019;311,66
22-08-2024;7020;391,01
22-08-2024;7021;221,07
22-08-2024;7022;327,33
22-08-2024;7023;276,58
22-08-2024;7024;330,7
22-08-2024;7040;275,36
22-08-2024;7071;522,76
22-08-2024;7079;502,29
22-08-2024;7080;489,34
22-08-2024;7094;480,8
22-08-2024;7100;401,06
22-08-2024;7101;479,9
22-08-2024;7102;495,12
22-08-2024;7103;403,06
22-08-2024;7104;520,7
22-08-2024;7105;513,04
22-08-2024;7106;371,6
22-08-2024;7107;410,97
22-08-2024;7108;360,22
22-08-2024;7110;486,5
22-08-2024;7111;469,69
22-08-2024;7112;357,03
22-08-2024;7114;392,42
22-08-2024;7115;350,54
22-08-2024;7116;472,77
22-08-2024;7118;544,64
22-08-2024;7119;503,78
22-08-2024;7120;274,97
22-08-2024;7121;515,88
22-08-2024;7122;208,16
22-08-2024;7123;371,42
22-08-2024;7124;536,78
22-08-2024;7125;424,25
22-08-2024;7130;559,93
22-08-2024;7131;517,8
22-08-2024;7132;519,76
22-08-2024;7134;255,35
22-08-2024;7135;370,21
22-08-2024;7136;379,98
22-08-2024;7137;488,93
22-08-2024;7138;476,33
23-08-2024;3001;212,98
23-08-2024;3002;157,4
23-08-2024;3004;246,47
23-08-2024;3005;205,56
23-08-2024;3006;260,29
23-08-2024;3007;66,5
23-08-2024;3008;166,44
23-08-2024;3009;224,4
23-08-2024;3010;259,93
23-08-2024;3011;246,53
23-08-2024;3013;265,94
23-08-2024;3014;236,21
23-08-2024;3015;289,19
23-08-2024;3097;147,39
23-08-2024;3098;173,51
23-08-2024;3099;224,42
23-08-2024;3100;145,89
23-08-2024;3101;295,69
23-08-2024;3102;257,13
23-08-2024;3103;274,98
23-08-2024;3104;183,47
23-08-2024;3105;300,56
23-08-2024;3106;140,49
23-08-2024;3107;263,96
23-08-2024;3108;246,59
23-08-2024;3109;237,98
23-08-2024;3110;227,96
23-08-2024;3111;269,37
23-08-2024;3112;285,49
23-08-2024;3113;213,99
23-08-2024;3114;213,4
23-08-2024;3115;249,84
23-08-2024;3116;237,57
23-08-2024;7015;164,06
23-08-2024;7016;171,37
23-08-2024;7017;195,3
23-08-2024;7018;169,94
23-08-2024;7019;54,85
23-08-2024;7020;78,3
23-08-2024;7021;110,63
23-08-2024;7022;179,39
23-08-2024;7023;161,99
23-08-2024;7024;189,56
23-08-2024;7040;221,77
23-08-2024;7071;234,71
23-08-2024;7079;254,89
23-08-2024;7080;222,99
23-08-2024;7094;187,93
23-08-2024;7100;168,05
23-08-2024;7101;253,76
23-08-2024;7102;46,5
23-08-2024;7103;257,87
23-08-2024;7104;185,58
23-08-2024;7105;241,75
23-08-2024;7106;153,01
23-08-2024;7107;138,73
23-08-2024;7108;217,41
23-08-2024;7110;194,92
23-08-2024;7111;209,75
23-08-2024;7112;218,38
23-08-2024;7114;227,73
23-08-2024;7115;267,95
23-08-2024;7116;218,19
23-08-2024;7118;225,88
23-08-2024;7119;249,53
23-08-2024;7120;244,38
23-08-2024;7121;244,66
23-08-2024;7122;240,64
23-08-2024;7123;174,68
23-08-2024;7124;217,1
23-08-2024;7125;200,54
23-08-2024;7130;246,43
23-08-2024;7131;217,56
23-08-2024;7132;207,72
23-08-2024;7133;76,24
23-08-2024;7134;180,7
23-08-2024;7135;229,48
23-08-2024;7136;205,59
23-08-2024;7137;244,87
23-08-2024;7138;252,61
24-08-2024;3001;242,61
24-08-2024;3002;208,23
24-08-2024;3004;136,44
24-08-2024;3005;220,82
24-08-2024;3006;225,25
24-08-2024;3009;230,5
24-08-2024;3010;232,83
24-08-2024;3011;250,25
24-08-2024;3012;121,83
24-08-2024;3013;193,3
24-08-2024;3014;208,25
24-08-2024;3015;214,26
24-08-2024;3097;221,6
24-08-2024;3098;232,51
24-08-2024;3099;157,28
24-08-2024;3100;96,8
24-08-2024;3101;244,13
24-08-2024;3102;195,13
24-08-2024;3103;217,97
24-08-2024;3104;200,29
24-08-2024;3105;214,79
24-08-2024;3106;149,62
24-08-2024;3107;210,94
24-08-2024;3108;248,92
24-08-2024;3109;115,76
24-08-2024;3110;166,3
24-08-2024;3111;212,31
24-08-2024;3112;97,51
24-08-2024;3113;178,65
24-08-2024;3114;210,29
24-08-2024;3115;205,13
24-08-2024;3116;233,17
24-08-2024;7015;31,95
24-08-2024;7016;215,03
24-08-2024;7017;58,02
24-08-2024;7019;43,74
24-08-2024;7020;70,19
24-08-2024;7021;71,17
24-08-2024;7040;68,87
24-08-2024;7071;124,18
24-08-2024;7079;195,84
24-08-2024;7080;158,42
24-08-2024;7094;213,71
24-08-2024;7100;228,28
24-08-2024;7101;251,27
24-08-2024;7102;42,34
24-08-2024;7103;203,47
24-08-2024;7104;143,92
24-08-2024;7105;109,38
24-08-2024;7106;235,77
24-08-2024;7107;257,26
24-08-2024;7108;94,64
24-08-2024;7110;109,8
24-08-2024;7111;132,61
24-08-2024;7112;143,64
24-08-2024;7114;169,64
24-08-2024;7115;173,21
24-08-2024;7116;124,36
24-08-2024;7118;261,48
24-08-2024;7119;110,13
24-08-2024;7120;280,45
24-08-2024;7121;144,06
24-08-2024;7122;149,81
24-08-2024;7123;152,96
24-08-2024;7124;157,12
24-08-2024;7125;166,61
24-08-2024;7130;157,73
24-08-2024;7131;186,85
24-08-2024;7132;160,59
24-08-2024;7133;163,08
24-08-2024;7134;114,91
24-08-2024;7135;96,11
24-08-2024;7136;155,62
24-08-2024;7138;169,96
25-08-2024;3001;272,83
25-08-2024;3002;207,67
25-08-2024;3005;201,59
25-08-2024;3006;183,28
25-08-2024;3009;224,36
25-08-2024;3010;260,52
25-08-2024;3011;263,25
25-08-2024;3012;7,48
25-08-2024;3013;225,69
25-08-2024;3014;263,73
25-08-2024;3015;225,49
25-08-2024;3097;94,65
25-08-2024;3098;206,62
25-08-2024;3099;174,83
25-08-2024;3100;106,25
25-08-2024;3101;200,38
25-08-2024;3102;99,32
25-08-2024;3103;101,89
25-08-2024;3104;185,91
25-08-2024;3105;136,2
25-08-2024;3107;91,59
25-08-2024;3108;193,6
25-08-2024;3109;155,71
25-08-2024;3110;76,01
25-08-2024;3111;211,08
25-08-2024;3112;87,25
25-08-2024;3113;139,24
25-08-2024;3114;266,44
25-08-2024;3115;223,73
25-08-2024;3116;109
25-08-2024;7015;10,38
25-08-2024;7017;5,38
25-08-2024;7018;79,23
25-08-2024;7019;40,64
25-08-2024;7020;56,18
25-08-2024;7021;74,47
25-08-2024;7022;80,38
25-08-2024;7040;197,15
25-08-2024;7071;109,73
25-08-2024;7079;42,13
25-08-2024;7080;190,75
25-08-2024;7094;161,74
25-08-2024;7100;157,34
25-08-2024;7101;239,16
25-08-2024;7102;125,81
25-08-2024;7103;186,72
25-08-2024;7104;171,39
25-08-2024;7105;219,57
25-08-2024;7106;180,04
25-08-2024;7107;199,33
25-08-2024;7108;123,54
25-08-2024;7110;130,36
25-08-2024;7111;131,15
25-08-2024;7112;203,21
25-08-2024;7114;149,1
25-08-2024;7115;249,02
25-08-2024;7116;211,31
25-08-2024;7118;111,58
25-08-2024;7119;167,32
25-08-2024;7120;228,45
25-08-2024;7121;200,34
25-08-2024;7122;117,63
25-08-2024;7123;160,09
25-08-2024;7124;212,96
25-08-2024;7125;144,08
25-08-2024;7130;153,14
25-08-2024;7131;163,32
25-08-2024;7132;208,36
25-08-2024;7133;107,97
25-08-2024;7134;143,56
25-08-2024;7135;102,9
25-08-2024;7136;20,04
25-08-2024;7138;195,19
26-08-2024;3001;538,98
26-08-2024;3002;375,71
26-08-2024;3005;552,14
26-08-2024;3006;490,75
26-08-2024;3008;180,13
26-08-2024;3009;441,59
26-08-2024;3010;81,35
26-08-2024;3011;453,65
26-08-2024;3012;540,35
26-08-2024;3014;366,68
26-08-2024;3015;14,42
26-08-2024;3097;377,73
26-08-2024;3099;522,01
26-08-2024;3100;384,19
26-08-2024;3101;562,93
26-08-2024;3102;325,16
26-08-2024;3103;578,58
26-08-2024;3104;368,13
26-08-2024;3105;450,54
26-08-2024;3106;339,49
26-08-2024;3107;222,79
26-08-2024;3108;628,2
26-08-2024;3109;430,11
26-08-2024;3110;520,62
26-08-2024;3111;389,11
26-08-2024;3112;449,73
26-08-2024;3113;363
26-08-2024;3114;240,81
26-08-2024;3115;283,83
26-08-2024;3116;394,14
26-08-2024;7015;333,48
26-08-2024;7016;430,75
26-08-2024;7017;400,63
26-08-2024;7018;411,48
26-08-2024;7019;416,79
26-08-2024;7020;287,45
26-08-2024;7021;317,03
26-08-2024;7022;419,02
26-08-2024;7023;253,09
26-08-2024;7024;300,53
26-08-2024;7040;389,99
26-08-2024;7071;388,72
26-08-2024;7079;463,56
26-08-2024;7080;408,68
26-08-2024;7094;458,57
26-08-2024;7100;449,36
26-08-2024;7101;463,17
26-08-2024;7102;284,41
26-08-2024;7103;344,14
26-08-2024;7104;482,8
26-08-2024;7105;427,35
26-08-2024;7106;482,6
26-08-2024;7107;278,99
26-08-2024;7108;418,02
26-08-2024;7110;300,79
26-08-2024;7111;543,66
26-08-2024;7112;530,12
26-08-2024;7114;392,77
26-08-2024;7115;155,1
26-08-2024;7116;247,82
26-08-2024;7117;174,64
26-08-2024;7118;523,27
26-08-2024;7119;408,58
26-08-2024;7120;454,34
26-08-2024;7121;443,82
26-08-2024;7122;359
26-08-2024;7123;477,86
26-08-2024;7124;508,89
26-08-2024;7125;468,87
26-08-2024;7130;429,64
26-08-2024;7131;495,24
26-08-2024;7132;535,67
26-08-2024;7133;340,75
26-08-2024;7134;520,29
26-08-2024;7135;354,85
26-08-2024;7136;294,72
26-08-2024;7137;379,71
26-08-2024;7138;468,73
27-08-2024;3001;202,99
27-08-2024;3002;269,88
27-08-2024;3004;97,65
27-08-2024;3005;265,16
27-08-2024;3006;176,73
27-08-2024;3008;36,23
27-08-2024;3009;214,88
27-08-2024;3010;137,15
27-08-2024;3011;292,73
27-08-2024;3012;73,23
27-08-2024;3013;27,43
27-08-2024;3014;253,71
27-08-2024;3097;203,33
27-08-2024;3098;65,1
27-08-2024;3099;215,8
27-08-2024;3100;120,03
27-08-2024;3101;241,1
27-08-2024;3102;209,91
27-08-2024;3103;274
27-08-2024;3104;224,15
27-08-2024;3105;162,21
27-08-2024;3106;166,99
27-08-2024;3107;222,89
27-08-2024;3108;236,53
27-08-2024;3109;166,84
27-08-2024;3110;215,06
27-08-2024;3111;193,49
27-08-2024;3112;181,16
27-08-2024;3113;225,21
27-08-2024;3114;194,51
27-08-2024;3115;324,6
27-08-2024;3116;219,22
27-08-2024;7015;144,06
27-08-2024;7016;143,37
27-08-2024;7017;164,13
27-08-2024;7018;169,48
27-08-2024;7019;166,59
27-08-2024;7020;206,1
27-08-2024;7021;192,46
27-08-2024;7022;174,44
27-08-2024;7023;83,94
27-08-2024;7024;189,28
27-08-2024;7040;246,93
27-08-2024;7071;221,03
27-08-2024;7079;271,59
27-08-2024;7080;73,55
27-08-2024;7094;249,48
27-08-2024;7100;194,12
27-08-2024;7101;226,14
27-08-2024;7102;233,35
27-08-2024;7103;149,6
27-08-2024;7104;189,71
27-08-2024;7105;194,25
27-08-2024;7106;280,05
27-08-2024;7107;150,92
27-08-2024;7108;52,43
27-08-2024;7110;224,01
27-08-2024;7111;249,19
27-08-2024;7112;209,24
27-08-2024;7114;178,84
27-08-2024;7115;226,19
27-08-2024;7116;179,33
27-08-2024;7117;217,15
27-08-2024;7118;242,39
27-08-2024;7119;223,46
27-08-2024;7120;218,46
27-08-2024;7121;233,65
27-08-2024;7122;231,23
27-08-2024;7123;187,46
27-08-2024;7124;209,51
27-08-2024;7125;261,74
27-08-2024;7130;210,53
27-08-2024;7131;218,21
27-08-2024;7132;144,05
27-08-2024;7133;169,42
27-08-2024;7134;291,52
27-08-2024;7135;263,73
27-08-2024;7136;178,11
27-08-2024;7137;253,7
27-08-2024;7138;259,62
28-08-2024;3001;265,06
28-08-2024;3002;285,94
28-08-2024;3005;227,55
28-08-2024;3006;257,14
28-08-2024;3009;177,07
28-08-2024;3010;252,98
28-08-2024;3011;253,61
28-08-2024;3012;179,94
28-08-2024;3014;224,95
28-08-2024;3097;142,13
28-08-2024;3098;197,2
28-08-2024;3099;296,85
28-08-2024;3100;202,36
28-08-2024;3101;213,78
28-08-2024;3102;309,18
28-08-2024;3103;291,61
28-08-2024;3104;140,46
28-08-2024;3105;185,27
28-08-2024;3106;186,98
28-08-2024;3107;184,59
28-08-2024;3108;266,37
28-08-2024;3109;200,54
28-08-2024;3110;208,5
28-08-2024;3111;255,55
28-08-2024;3112;272,87
28-08-2024;3113;109,83
28-08-2024;3114;208,43
28-08-2024;3115;255,12
28-08-2024;3116;247,2
28-08-2024;7015;131,63
28-08-2024;7016;152,93
28-08-2024;7017;213,55
28-08-2024;7018;159,39
28-08-2024;7019;98,26
28-08-2024;7020;118,41
28-08-2024;7021;182,77
28-08-2024;7022;95,07
28-08-2024;7023;178,31
28-08-2024;7024;124,74
28-08-2024;7040;257,46
28-08-2024;7071;202,39
28-08-2024;7079;248,73
28-08-2024;7094;245,51
28-08-2024;7100;41,36
28-08-2024;7101;225,76
28-08-2024;7102;240,06
28-08-2024;7103;212,28
28-08-2024;7104;234,27
28-08-2024;7105;257,4
28-08-2024;7106;251,82
28-08-2024;7107;266,53
28-08-2024;7108;89,82
28-08-2024;7110;246,13
28-08-2024;7111;258,04
28-08-2024;7112;263,14
28-08-2024;7114;176,35
28-08-2024;7115;262,44
28-08-2024;7116;179,92
28-08-2024;7117;235,07
28-08-2024;7118;262,6
28-08-2024;7119;258,86
28-08-2024;7120;226,37
28-08-2024;7121;295,15
28-08-2024;7122;229,44
28-08-2024;7123;272,46
28-08-2024;7124;222,79
28-08-2024;7125;248,98
28-08-2024;7130;243,62
28-08-2024;7131;243,07
28-08-2024;7132;194,54
28-08-2024;7133;152,78
28-08-2024;7134;255
28-08-2024;7135;228,31
28-08-2024;7136;147,03
28-08-2024;7137;211,47
28-08-2024;7138;175,16
29-08-2024;3001;159,57
29-08-2024;3002;116,27
29-08-2024;3005;170,92
29-08-2024;3006;256,65
29-08-2024;3008;72,03
29-08-2024;3009;225,43
29-08-2024;3010;181,29
29-08-2024;3011;86,51
29-08-2024;3012;258,29
29-08-2024;3014;251,29
29-08-2024;3097;241,39
29-08-2024;3098;218,77
29-08-2024;3099;193,51
29-08-2024;3100;167,25
29-08-2024;3101;286,72
29-08-2024;3102;266,96
29-08-2024;3103;180,56
29-08-2024;3104;169,83
29-08-2024;3105;157,23
29-08-2024;3106;136,85
29-08-2024;3107;287,98
29-08-2024;3108;232,04
29-08-2024;3109;274,19
29-08-2024;3110;296,3
29-08-2024;3111;202,22
29-08-2024;3112;237,57
29-08-2024;3113;253,92
29-08-2024;3114;213,74
29-08-2024;3115;130,72
29-08-2024;3116;238,8
29-08-2024;7015;220,75
29-08-2024;7016;100,53
29-08-2024;7017;160,89
29-08-2024;7018;132,8
29-08-2024;7019;209,89
29-08-2024;7020;87,75
29-08-2024;7021;189,47
29-08-2024;7022;112,94
29-08-2024;7023;90,32
29-08-2024;7024;161,09
29-08-2024;7040;242,5
29-08-2024;7071;236,41
29-08-2024;7079;235,63
29-08-2024;7080;47,1
29-08-2024;7094;250,08
29-08-2024;7100;43,9
29-08-2024;7101;211,2
29-08-2024;7102;242,87
29-08-2024;7103;221,25
29-08-2024;7104;244,26
29-08-2024;7105;249,3
29-08-2024;7106;224,75
29-08-2024;7107;180,22
29-08-2024;7108;204,41
29-08-2024;7110;227,53
29-08-2024;7111;226,83
29-08-2024;7112;217,85
29-08-2024;7114;185,58
29-08-2024;7115;259,32
29-08-2024;7116;207,21
29-08-2024;7117;252,5
29-08-2024;7118;269,23
29-08-2024;7119;243,13
29-08-2024;7120;238,22
29-08-2024;7121;222,32
29-08-2024;7122;244,11
29-08-2024;7123;216,7
29-08-2024;7124;242,74
29-08-2024;7125;210,13
29-08-2024;7130;226,61
29-08-2024;7131;254,67
29-08-2024;7132;260,54
29-08-2024;7133;251,5
29-08-2024;7134;207,14
29-08-2024;7135;260,94
29-08-2024;7136;249,02
29-08-2024;7137;251,6
29-08-2024;7138;154,01
30-08-2024;3001;175,09
30-08-2024;3002;100,33
30-08-2024;3003;122,57
30-08-2024;3004;85,99
30-08-2024;3005;192,04
30-08-2024;3006;248,2
30-08-2024;3007;45,34
30-08-2024;3008;265,57
30-08-2024;3009;207,4
30-08-2024;3010;233,9
30-08-2024;3011;135,44
30-08-2024;3012;201,16
30-08-2024;3014;146,27
30-08-2024;3097;173,84
30-08-2024;3098;279,7
30-08-2024;3099;217,34
30-08-2024;3100;191,11
30-08-2024;3101;266,34
30-08-2024;3102;237,67
30-08-2024;3103;212,73
30-08-2024;3104;275,73
30-08-2024;3105;258,97
30-08-2024;3106;168,32
30-08-2024;3107;259,79
30-08-2024;3108;210,25
30-08-2024;3109;190,21
30-08-2024;3110;205,99
30-08-2024;3111;221,2
30-08-2024;3112;202,11
30-08-2024;3113;257,03
30-08-2024;3114;229,37
30-08-2024;3115;239,62
30-08-2024;3116;205,98
30-08-2024;7015;192,26
30-08-2024;7016;37,43
30-08-2024;7017;73,42
30-08-2024;7018;80,55
30-08-2024;7019;106,21
30-08-2024;7020;158,38
30-08-2024;7021;135,8
30-08-2024;7022;130,88
30-08-2024;7023;169,33
30-08-2024;7024;174,55
30-08-2024;7040;166,14
30-08-2024;7071;181,15
30-08-2024;7079;241,22
30-08-2024;7080;185,37
30-08-2024;7094;256,26
30-08-2024;7100;116,59
30-08-2024;7101;193,9
30-08-2024;7102;186,18
30-08-2024;7103;237,56
30-08-2024;7104;217,42
30-08-2024;7105;152,64
30-08-2024;7106;215,38
30-08-2024;7107;223,42
30-08-2024;7108;153,98
30-08-2024;7110;205,34
30-08-2024;7111;248,35
30-08-2024;7112;225,96
30-08-2024;7114;244,64
30-08-2024;7115;210,44
30-08-2024;7116;243,29
30-08-2024;7117;211,07
30-08-2024;7118;217,18
30-08-2024;7119;227,19
30-08-2024;7120;206,13
30-08-2024;7121;202,58
30-08-2024;7122;229
30-08-2024;7123;205,07
30-08-2024;7124;255,99
30-08-2024;7125;189,34
30-08-2024;7130;224,34
30-08-2024;7131;181,18
30-08-2024;7132;242,54
30-08-2024;7133;196,04
30-08-2024;7134;225,04
30-08-2024;7135;172,11
30-08-2024;7136;149,31
30-08-2024;7137;259,32
30-08-2024;7138;256,02
31-08-2024;3001;181,04
31-08-2024;3002;122,68
31-08-2024;3003;155,74
31-08-2024;3004;220,55
31-08-2024;3005;90,68
31-08-2024;3006;271,32
31-08-2024;3007;172,73
31-08-2024;3008;269,12
31-08-2024;3009;156,99
31-08-2024;3010;196,49
31-08-2024;3011;146,26
31-08-2024;3012;172,8
31-08-2024;3014;181,38
31-08-2024;3097;216,22
31-08-2024;3098;191,06
31-08-2024;3099;159,54
31-08-2024;3100;81,58
31-08-2024;3101;23,17
31-08-2024;3102;118,95
31-08-2024;3103;99,83
31-08-2024;3104;190,98
31-08-2024;3105;280,17
31-08-2024;3106;175
31-08-2024;3107;247,55
31-08-2024;3108;211,55
31-08-2024;3109;202,36
31-08-2024;3110;268,34
31-08-2024;3111;97,19
31-08-2024;3112;236,9
31-08-2024;3113;179,92
31-08-2024;3114;154,63
31-08-2024;3115;186,65
31-08-2024;3116;276,62
31-08-2024;7015;81,08
31-08-2024;7016;20,6
31-08-2024;7017;86,32
31-08-2024;7019;29,14
31-08-2024;7021;50,04
31-08-2024;7024;88,71
31-08-2024;7040;233,78
31-08-2024;7071;158,26
31-08-2024;7079;234,09
31-08-2024;7080;172,72
31-08-2024;7094;164,23
31-08-2024;7100;218,01
31-08-2024;7101;177,2
31-08-2024;7102;289,7
31-08-2024;7103;292,8
31-08-2024;7104;175,98
31-08-2024;7105;215,43
31-08-2024;7106;172,61
31-08-2024;7107;149,36
31-08-2024;7108;153,69
31-08-2024;7110;251,4
31-08-2024;7111;219,03
31-08-2024;7112;115,64
31-08-2024;7114;147,88
31-08-2024;7115;197,17
31-08-2024;7116;252,69
31-08-2024;7117;182,2
31-08-2024;7118;262,13
31-08-2024;7119;209,22
31-08-2024;7120;189,72
31-08-2024;7121;254,46
31-08-2024;7122;209,79
31-08-2024;7123;166,03
31-08-2024;7124;121,47
31-08-2024;7125;196,45
31-08-2024;7130;175,9
31-08-2024;7131;187,71
31-08-2024;7132;70
31-08-2024;7133;174,86
31-08-2024;7134;235,76
31-08-2024;7135;221,14
31-08-2024;7137;124,75
01-09-2024;3001;195,69
01-09-2024;3002;255,94
01-09-2024;3003;218,95
01-09-2024;3004;194,98
01-09-2024;3006;188,44
01-09-2024;3007;171,22
01-09-2024;3008;183,8
01-09-2024;3010;221,24
01-09-2024;3011;20,47
01-09-2024;3012;285,86
01-09-2024;3014;225,56
01-09-2024;3098;76,2
01-09-2024;3099;266,69
01-09-2024;3100;229,97
01-09-2024;3101;294,56
01-09-2024;3102;118,78
01-09-2024;3103;132,46
01-09-2024;3104;281,17
01-09-2024;3105;206,43
01-09-2024;3106;244,64
01-09-2024;3107;108,18
01-09-2024;3108;128,96
01-09-2024;3109;152,1
01-09-2024;3110;215,72
01-09-2024;3111;212,22
01-09-2024;3112;173,39
01-09-2024;3113;158,07
01-09-2024;3114;250,53
01-09-2024;3115;157,24
01-09-2024;3116;241,82
01-09-2024;7015;94,36
01-09-2024;7040;140,83
01-09-2024;7071;176,78
01-09-2024;7079;189,27
01-09-2024;7080;151,24
01-09-2024;7100;89,06
01-09-2024;7101;262,11
01-09-2024;7102;196
01-09-2024;7103;216,23
01-09-2024;7104;142,68
01-09-2024;7105;253,49
01-09-2024;7106;161,82
01-09-2024;7108;74,93
01-09-2024;7110;217,73
01-09-2024;7111;221,54
01-09-2024;7112;216,96
01-09-2024;7114;147
01-09-2024;7115;235,87
01-09-2024;7116;186,17
01-09-2024;7117;256,1
01-09-2024;7118;162,76
01-09-2024;7119;182,22
01-09-2024;7120;225,41
01-09-2024;7121;181,2
01-09-2024;7122;98,35
01-09-2024;7123;166,96
01-09-2024;7124;148,99
01-09-2024;7125;178,19
01-09-2024;7130;218,05
01-09-2024;7131;85,33
01-09-2024;7132;202,54
01-09-2024;7133;187,67
01-09-2024;7134;183,1
01-09-2024;7135;163,98
01-09-2024;7136;62,02
01-09-2024;7137;62,66
01-09-2024;7138;145,13
02-09-2024;3001;231,9
02-09-2024;3002;260,69
02-09-2024;3003;177,56
02-09-2024;3004;149,26
02-09-2024;3005;270,09
02-09-2024;3006;228,28
02-09-2024;3007;207,87
02-09-2024;3008;186,11
02-09-2024;3009;177,24
02-09-2024;3010;223,2
02-09-2024;3011;209,06
02-09-2024;3012;221,26
02-09-2024;3014;188,76
02-09-2024;3097;130,02
02-09-2024;3098;221,14
02-09-2024;3099;265,14
02-09-2024;3100;112,97
02-09-2024;3101;255,68
02-09-2024;3102;201,01
02-09-2024;3103;251,69
02-09-2024;3104;244,75
02-09-2024;3105;167,14
02-09-2024;3106;174,36
02-09-2024;3107;239,85
02-09-2024;3108;251,01
02-09-2024;3109;233,37
02-09-2024;3110;269,31
02-09-2024;3111;194,2
02-09-2024;3112;196,4
02-09-2024;3113;162,7
02-09-2024;3114;260,49
02-09-2024;3115;238,43
02-09-2024;3116;208,62
02-09-2024;7015;155,7
02-09-2024;7016;206,13
02-09-2024;7017;165,97
02-09-2024;7018;252,64
02-09-2024;7019;192,22
02-09-2024;7020;171,11
02-09-2024;7021;171,42
02-09-2024;7022;190,41
02-09-2024;7023;125,32
02-09-2024;7024;121,94
02-09-2024;7040;204,66
02-09-2024;7071;235,34
02-09-2024;7079;225,85
02-09-2024;7080;234,08
02-09-2024;7094;215,73
02-09-2024;7101;252,35
02-09-2024;7102;177,26
02-09-2024;7103;225,79
02-09-2024;7104;216,65
02-09-2024;7105;168,85
02-09-2024;7106;250,24
02-09-2024;7107;227,18
02-09-2024;7108;39,05
02-09-2024;7110;138
02-09-2024;7111;226,25
02-09-2024;7112;240,72
02-09-2024;7114;199,99
02-09-2024;7115;213,73
02-09-2024;7116;280,87
02-09-2024;7117;162,56
02-09-2024;7118;248,37
02-09-2024;7119;294,18
02-09-2024;7120;130,03
02-09-2024;7121;251,02
02-09-2024;7122;150,94
02-09-2024;7123;240,11
02-09-2024;7124;178,22
02-09-2024;7125;188,79
02-09-2024;7130;179,86
02-09-2024;7131;199,71
02-09-2024;7132;180,39
02-09-2024;7133;206,27
02-09-2024;7134;289,95
02-09-2024;7135;201,52
02-09-2024;7136;234,6
02-09-2024;7137;220,8
02-09-2024;7138;234,55
03-09-2024;3001;439,05
03-09-2024;3002;780,31
03-09-2024;3003;753,93
03-09-2024;3004;716,66
03-09-2024;3005;575,3
03-09-2024;3006;713,2
03-09-2024;3007;652,49
03-09-2024;3008;723,41
03-09-2024;3009;666,13
03-09-2024;3010;145,32
03-09-2024;3011;376,2
03-09-2024;3012;570,64
03-09-2024;3014;841,27
03-09-2024;3097;819,45
03-09-2024;3098;591,6
03-09-2024;3099;469,02
03-09-2024;3100;757,97
03-09-2024;3101;681,85
03-09-2024;3102;501,14
03-09-2024;3103;602,17
03-09-2024;3104;578,27
